PASSENGERID,AREA_CODE,SERVICETYPE,NEIGHBOURHOODID,ACTUALDATETIME,PREVIOUSDATE,DATEDIFFERENCE,PRICECHECKFLAG,PICKUPLAT,PICKUPLONG,DESTLAT,DESTLONG,PICKUPGEOHASH,DESTGEOHASH,UNIQUEID,SERVICEFILTER,MINIMUMFARE,MAXIMUMFARE,VAT,VALUE,DISCOUNT,SURGEMULTIPLIER,SURCHARGE,RN,DISTANCE,DURATION,TRACEID,CUSTOMERSEGMENT,DISCRIMINATIONMULTIPLIER,ACTUALDISCRIMINATIONMULTIPLIER,PRICEDISCRIMINATIONENABLED,USERMETPDCRITERIA,ACTUALDATE,BASEFARE,FACTORDRIVER,DRIVERPRICE,PAYOUTENABLEDDRIVER,ADJUSTFAREDIFFERENCEDRIVER,PRICECHECKSUNIQUEID,RIDEID,PD_GROUP,REQUESTED,ACCEPTED,BOARDED,RANDOMISATION_BASESURGE,RANDOMISATION_BUCKETID,RANDOMISATION_FINALSURGE,RANDOMISATION_ISRANDOMISED,RANDOMISATION_RANDOMOFFSET,ISELIGIBLECASHRIDE,PASSENGERWALLETBALANCE,PICKUPAREACODE,DESTAREACODE
6a47b1b4561e146b480ca856,RUH,smart,6891b6515cbf304401265966,2026-07-03 15:58:31.520,2026-07-03 15:58:31.520,0,1,24.591272,46.598653,24.5376177,46.6899221,th35uk,th35w6,20260703155831520,ecolite,20.45,20.45,0.58,20.45,,0.9,0,11,14.713,21.533333333,15121843-52da-4987-a7b7-f00f6fa378ce,Group A,0.90,0.90,TRUE,TRUE,2026-07-03,21.96,,,TRUE,TRUE,15121843-52da-4987-a7b7-f00f6fa378ce1783094311520,6a47b21f7ae76b85a3f578b6,A,2026-07-03 15:59:11.234,2026-07-03 15:59:14.660,2026-07-03 16:07:39.242,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a47cc95b8046b399605d77f,RUH,smart,6891b65132cc9ec573100d04,2026-07-03 17:53:47.356,2026-07-03 17:53:47.356,0,0,24.80611,46.704522,24.778897,46.831555,th3jng,th3kcw,20260703175347356,ecolite,26.6,26.6,0.58,26.6,,0.9,0,10,22.012,22.116666667,D70BFD20-FE21-487A-8E59-827535DA76CC,Group A,0.90,0.90,TRUE,TRUE,2026-07-03,28.55,,,TRUE,TRUE,D70BFD20-FE21-487A-8E59-827535DA76CC1783101227356,6a47cd09c22d83bd74e26888,A,2026-07-03 17:54:01.900,2026-07-03 17:54:12.289,2026-07-03 18:04:08.587,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a47db58fc5fa530bc0d2ef3,RUH,smart,6891b651cd50e22cba5d56dd,2026-07-03 18:56:11.537,2026-07-03 18:56:11.537,0,1,24.497754,46.764639,24.689255,46.65351,th3725,th3hmw,20260703185611537,ecolite,45.24,45.24,0.58,45.24,,0.9,3.93,10,33.882,65.15,35be675d-d972-426b-a21e-8667641557d7,Group A,0.90,0.90,TRUE,TRUE,2026-07-03,48.57,,,TRUE,TRUE,35be675d-d972-426b-a21e-8667641557d71783104971537,6a47dbc2c22d83bd74f0b42a,A,2026-07-03 18:56:50.786,2026-07-03 18:57:00.111,2026-07-03 19:16:18.335,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a498e7ce9134cef660d38ea,RUH,smart,6891b6505eb33f45c82f0705,2026-07-05 01:52:44.122,2026-07-05 01:52:44.122,0,0,24.696776,46.684035,24.911793,46.603239,th3hqr,th3jsr,20260705015244122,ecolite,34.94,34.94,0.58,34.94,,1,0,10,28.799,27.6,83CD7E2F-4349-4DFB-B6AB-320BBB6B61CC,Group A,0.90,0.90,TRUE,TRUE,2026-07-05,33.75,,,TRUE,TRUE,83CD7E2F-4349-4DFB-B6AB-320BBB6B61CC1783216364122,6a498ec27ef6256af79d9560,A,2026-07-05 01:52:50.057,2026-07-05 01:53:02.616,2026-07-05 02:08:27.900,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a535ec22a32114ed90c37a9,ZRQ,economy,68877a86e5e726aaf963973a,2026-07-14 15:53:05.285,2026-07-14 15:53:05.285,0,0,32.091978,36.061702,32.050046,36.070642,sv9wsd,sv9wkf,20260714155305285,UltraEconomy,1.08,2.08,0,2.08,,1,0,1,5.929,11.933333333,799cf73d-88ef-4724-9828-6d717ca143b2,Group A,0.90,0.90,TRUE,TRUE,2026-07-14,2.31,,,TRUE,TRUE,799cf73d-88ef-4724-9828-6d717ca143b21784044385285,6a563136c3c2a38be2b6c9de,A,2026-07-14 15:53:10.630,2026-07-14 15:53:19.278,2026-07-14 15:59:49.548,1,,1,FALSE,0,TRUE,0,ZRQ,ZRQ
6a561b1455677a6b1b0f81c1,ZRQ,economy,68877a872e61b928b33a592c,2026-07-14 18:42:10.202,2026-07-14 18:42:10.202,0,1,32.074078,36.086119,32.068314,36.096256,sv9wmn,sv9wmm,20260714184210202,UltraEconomy,1.08,1.08,0,1.08,,1,0,2,1.558,5.966666667,d439d9a4-bb9e-434c-b98a-166755f6ee32,Group A,0.90,0.90,TRUE,TRUE,2026-07-14,1.2,,,TRUE,TRUE,d439d9a4-bb9e-434c-b98a-166755f6ee321784054530202,6a5658e0c3c2a38be2db104a,A,2026-07-14 18:42:24.643,2026-07-14 18:42:39.898,2026-07-14 18:49:21.162,1,,1,FALSE,0,TRUE,0,ZRQ,ZRQ
6a578e8baf8ac9d6db0d11ea,ZRQ,economy,68877a86c49e1079ab408b88,2026-07-15 16:45:56.653,1899-12-31 23:59:08.000,66552232,1,32.030399,36.061942,32.01274,36.028705,sv9whw,sv9w5g,20260715164556653,UltraEconomy,1.08,2.58,0,2.58,,1,0,1,7.704,12.266666667,a50dfab7-d570-4af0-be7f-93fe5c15acc7,Group A,0.90,0.90,TRUE,TRUE,2026-07-15,2.87,,,TRUE,TRUE,a50dfab7-d570-4af0-be7f-93fe5c15acc71784133956653,6a578fd1cd1f13068c553660,A,2026-07-15 16:49:05.067,2026-07-15 16:49:13.358,2026-07-15 16:59:33.497,1,,1,FALSE,0,TRUE,0,ZRQ,ZRQ
6a4f8475e9d393c87502e4c8,RUH,smart,6891b650464f40084c6496ee,2026-07-10 21:57:31.206,2026-07-10 21:57:31.206,0,0,24.723723,46.674472,24.693007,46.642228,th3hwh,th3hmr,20260710215731206,ecolite,14.52,14.52,0.58,14.52,,0.9,1.26,10,8.869,13.533333333,F1CA09C1-D2E2-4371-992E-39B374BAEFE3,Group A,0.90,0.90,TRUE,TRUE,2026-07-10,15.59,,,TRUE,TRUE,F1CA09C1-D2E2-4371-992E-39B374BAEFE31783720651206,6a5140b9aba5ca1961ba1f26,A,2026-07-10 21:58:01.288,2026-07-10 21:58:13.127,2026-07-10 22:14:08.763,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a515933d47ee57f31098f5a,RUH,smart,6891b651cd50e239603948e2,2026-07-11 00:08:29.810,2026-07-11 00:08:29.810,0,0,24.563496,46.514813,24.733915,46.650984,th35dr,th3htw,20260711000829810,priority,48.08,48.08,0.58,48.08,,0.9,0,11,34.178,27.5,76A28566-5718-4BED-B247-48D9BA7DBB38,Group A,0.90,0.90,TRUE,TRUE,2026-07-11,51.61,,,TRUE,TRUE,76A28566-5718-4BED-B247-48D9BA7DBB381783728509810,6a515f842c3bad89f2504d8c,A,2026-07-11 00:09:24.979,2026-07-11 00:09:28.528,2026-07-11 00:14:43.402,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a44dc3ddfedefa63505b857,MEC,jeenyeco,6889e5ece1156148565b12f2,2026-07-01 12:25:37.801,2026-07-01 12:25:37.801,0,1,21.41082,39.792056,21.378958,39.795558,sgu3c3,sgu39e,20260701122537801,UltraEconomy,12.27,12.27,0.58,12.27,,1,0,2,6.773,11.933333333,65efaf6b-63ab-44aa-b96e-d7c8bfdccab8,Group A,0.90,0.90,TRUE,TRUE,2026-07-01,11.86,,,TRUE,TRUE,65efaf6b-63ab-44aa-b96e-d7c8bfdccab81782908737801,6a44ddd694fcb2ed1a0c0625,A,2026-07-01 12:28:54.870,2026-07-01 12:28:58.090,2026-07-01 12:43:15.185,1,,1,FALSE,0,TRUE,0,MEC,MEC
6a44468a8574d143a4061de1,MEC,jeenyeco,6889e5ece84429566b6444da,2026-07-01 19:58:16.734,2026-07-01 19:58:16.734,0,0,21.417079,39.85811,21.433613,39.806575,sgu3ff,sgu3cv,20260701195816734,UltraEconomy,15.87,15.87,0.58,15.87,,1.15,0,1,8.152,13.116666667,7d0be1d7-dcdc-4499-b910-2637ec103b6c,Group A,0.90,0.90,TRUE,TRUE,2026-07-01,13.33,,,TRUE,TRUE,7d0be1d7-dcdc-4499-b910-2637ec103b6c1782935896734,6a45475657e084f58b969d80,A,2026-07-01 19:59:02.637,2026-07-01 19:59:33.685,2026-07-01 20:11:36.773,1.15,,1.15,FALSE,0,TRUE,0,MEC,MEC
6a45516ec2bbc1f7e00a8eb7,MEC,jeenyeco,6889e5ece1156148565b12f2,2026-07-01 20:43:33.519,2026-07-01 20:43:33.519,0,1,21.368746,39.78095,21.404824,39.713513,sgu394,sgu1z8,20260701204333519,UltraEconomy,19,19,0.58,19,,1,0,2,13.706,13.266666667,780f14a9-ccd6-41d7-82ac-8b7f5d0455b3,Group A,0.90,0.90,TRUE,TRUE,2026-07-01,18.35,,,TRUE,TRUE,780f14a9-ccd6-41d7-82ac-8b7f5d0455b31782938613519,6a4551df57e084f58ba531be,A,2026-07-01 20:43:59.194,2026-07-01 20:44:25.159,2026-07-01 20:57:12.221,1,,1,FALSE,0,TRUE,0,MEC,MEC
6a47f140f77c80e4fb0d6a93,RUH,smart,6891b6528351f3291d5567ec,2026-07-03 21:05:47.388,2026-07-03 21:05:47.388,0,1,24.748535,46.827562,24.750929,46.822118,th3kc9,th3kc3,20260703210547388,ecolite,8.94,8.94,0.58,8.94,,0.9,0,10,1.862,7.683333333,7d73f652-6ea6-45e9-a5c7-b0db14ef9cc6,Group A,0.90,0.90,TRUE,TRUE,2026-07-03,8.63,,,TRUE,TRUE,7d73f652-6ea6-45e9-a5c7-b0db14ef9cc61783112747388,6a47fa00c22d83bd741632c9,A,2026-07-03 21:05:52.379,2026-07-03 21:06:18.778,2026-07-03 21:26:57.517,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a47faa7752c80e53c0e67ba,RUH,smart,6891b6512b984bd05d467870,2026-07-03 21:11:19.998,2026-07-03 21:11:19.998,0,0,24.651604,46.669742,24.64942,46.526725,th3hjz,th3h4x,20260703211119998,ecolite,33.99,33.99,0.58,33.99,,0.9,0,10,26.695,33.233333333,C90629D1-E7DF-4066-88A0-3FD86DA92AF3,Group A,0.90,0.90,TRUE,TRUE,2026-07-03,36.49,,,TRUE,TRUE,C90629D1-E7DF-4066-88A0-3FD86DA92AF31783113079998,6a47fb5cc22d83bd7417eca3,A,2026-07-03 21:11:40.667,2026-07-03 21:11:54.973,2026-07-03 21:26:59.062,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a4801c17fc27d226201a89f,RUH,smart,6891b650a2084e6905526bd7,2026-07-03 21:40:11.125,2026-07-03 21:40:04.185,0,0,24.575365,46.767544,24.576626,46.803314,th37b1,th37c4,20260703214011125,ecolite,10.93,10.93,0.58,10.93,,0.9,0,10,5.493,10.2,16252C4C-7780-4DC0-AA2B-5E4469A29BBA,Group A,0.90,0.90,TRUE,TRUE,2026-07-03,11.73,,,TRUE,TRUE,16252C4C-7780-4DC0-AA2B-5E4469A29BBA1783114811125,6a48021dc22d83bd74206f96,A,2026-07-03 21:40:29.633,2026-07-03 21:40:36.787,2026-07-03 21:47:35.911,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a481fdf0c060817d20d1723,RUH,smart,6891b651a47b6644d30c23e5,2026-07-03 23:53:10.290,2026-07-03 23:53:10.290,0,0,24.595958,46.681217,24.573686,46.782332,th35ym,th37b9,20260703235310290,ecolite,22.28,22.28,0.58,22.28,,0.9,0,10,14.921,25.533333333,6A0D6CA7-F229-4192-8446-31EF71742348,Group A,0.90,0.90,TRUE,TRUE,2026-07-03,23.91,,,TRUE,TRUE,6A0D6CA7-F229-4192-8446-31EF717423481783122790290,6a48213d7ae76b85a3685f73,A,2026-07-03 23:53:17.748,2026-07-03 23:53:21.557,2026-07-03 23:59:23.503,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a4fc34e60aa421b390d46d6,RUH,smart,6891b6505eb33f374f7626b1,2026-07-09 19:07:00.736,2026-07-09 19:07:00.736,0,1,24.825667,46.769323,24.684168,46.64607,th3m0r,th3hmm,20260709190700736,ecolite,41.6,41.6,0.58,41.6,,1,0,10,31.67,29.45,31b95470-182b-46b8-bf92-e38632f5a95f,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,40.19,,,TRUE,TRUE,31b95470-182b-46b8-bf92-e38632f5a95f1783624020736,6a4fc732b0e119efe88cd5d8,A,2026-07-09 19:07:14.505,2026-07-09 19:07:17.658,2026-07-09 19:17:38.923,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4fc19ae8ecfb4875088f73,RUH,smart,6891b6505eb33f45c82f0705,2026-07-09 19:07:48.661,2026-07-09 19:07:48.661,0,1,24.7562932,46.6291962,24.781692,46.623106,th3hv4,th3huz,20260709190748661,ecolite,17.77,17.77,0.58,17.77,,1,0,10,10.032,15.733333333,cf5237ab-6c84-4c98-82ae-8022babc54e0,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,17.17,,,TRUE,TRUE,cf5237ab-6c84-4c98-82ae-8022babc54e01783624068661,6a4fc809c737923ca985fc12,A,2026-07-09 19:10:49.918,2026-07-09 19:11:01.504,2026-07-09 19:19:59.850,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4fdf63e60cc091270506b9,RUH,smart,6891b6528351f3291d5567ec,2026-07-09 20:52:51.837,2026-07-09 20:52:51.837,0,0,24.723519,46.760232,24.821333,46.750742,th3k8h,th3jpy,20260709205251837,ecolite,23.31,23.31,0.58,23.31,,1,0,10,14.965,19.333333333,0097662D-03CB-4A59-BECD-44B9A52F3A1C,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,22.52,,,TRUE,TRUE,0097662D-03CB-4A59-BECD-44B9A52F3A1C1783630371837,6a4fdffab0e119efe8ae08ef,A,2026-07-09 20:52:58.145,2026-07-09 20:53:01.114,2026-07-09 21:00:32.175,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4fe5fc3d9659cec40920a9,RUH,smart,6891b6528351f3291d5567ec,2026-07-09 21:20:27.103,2026-07-09 21:20:27.103,0,1,24.703181,46.797543,24.7106246,46.7911453,th3k8c,th3k8f,20260709212027103,ecolite,8.94,8.94,0.58,8.94,,1,0,11,1.934,4.8,779e85b1-fb6d-4505-9bc8-4256d4a1c4d9,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,8.63,,,TRUE,TRUE,779e85b1-fb6d-4505-9bc8-4256d4a1c4d91783632027103,6a4fe680b0e119efe8b7428c,A,2026-07-09 21:20:48.173,2026-07-09 21:20:54.333,2026-07-09 21:30:26.368,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4ea8e8665d61ef3e0348f0,RUH,smart,6891b6505eb33f45c82f0705,2026-07-08 23:04:05.997,2026-07-08 23:04:05.997,0,1,24.713719,46.674404,24.745023,46.780744,th3hw4,th3kb8,20260708230405997,ecolite,25.1,25.1,0.58,25.1,,1,0,10,15.176,26.05,f8e5e263-123a-49c0-8f27-c7b1da4cf5e6,Group A,0.90,0.90,TRUE,TRUE,2026-07-08,24.26,,,TRUE,TRUE,f8e5e263-123a-49c0-8f27-c7b1da4cf5e61783551845997,6a4ead42b96502554665bd8a,A,2026-07-08 23:04:17.998,2026-07-08 23:04:23.075,2026-07-08 23:17:10.078,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4ed1d07dcafdce7f0d28c0,RUH,smart,6891b6515cbf304401265966,2026-07-09 01:52:20.230,2026-07-09 01:52:20.230,0,0,24.5676603,46.5985198,24.611348,46.508227,th35u2,th3h42,20260709015220230,ecolite,26.96,26.96,0.58,26.96,,1,0,10,20.81,22.6,134706c6-edf6-46cf-b4e5-e7f0ad1f3071,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,26.04,,,TRUE,TRUE,134706c6-edf6-46cf-b4e5-e7f0ad1f30711783561940230,6a4ed4bdae56939540ff6f49,A,2026-07-09 01:52:45.057,2026-07-09 01:52:54.413,2026-07-09 02:02:05.874,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4f08d97401a900d4003412,RUH,smart,6891b6528351f3291d5567ec,2026-07-09 05:37:59.068,2026-07-09 05:37:48.772,0,0,24.814844,46.829947,24.95599,46.702253,th3m1t,th3jyx,20260709053759068,airportdropoff,39.43,39.43,0.58,39.43,,1,5.92,1,32.739,32.683333333,BFC41357-C5A7-49B2-ABB3-8341432E1C96,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,38.1,,,TRUE,TRUE,BFC41357-C5A7-49B2-ABB3-8341432E1C961783575479068,6a4f099eb0e119efe8dc06e6,A,2026-07-09 05:38:22.535,2026-07-09 05:38:27.187,2026-07-09 05:48:56.608,1,,1,FALSE,0,TRUE,0,RUH,RUA
6a4baac8a8678d9ee10fc8fd,AMM,economy,688f52cef84bc164a019ea8b,2026-07-09 13:25:58.897,2026-07-09 13:17:28.287,8,0,31.940198,35.947254,31.951852,35.909823,sv9t9y,sv9tc0,20260709132558897,economy,1.35,2.17,0,2.17,,1,0,1,6.074,17.383333333,90754a91-d090-4600-b1de-0e375de5e685,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,2.41,,,TRUE,TRUE,90754a91-d090-4600-b1de-0e375de5e6851783603558897,6a4f775dc737923ca91ec16f,A,2026-07-09 13:26:37.945,2026-07-09 13:26:53.021,2026-07-09 13:37:09.792,1,,1,FALSE,0,TRUE,0,AMM,AMM
